confident,lead,flagship_line,alias_terms,code,score,runner_up,reasons,keys
false,camus,CAMUS COGNAC XO,camus cognac xo,28292,10,CAMUS COGNAC VSOP (10),sizes:1,camus|camus extra|camus xo|camus very|camus borderies
false,cantera,CANTERA NEGRA ANEJO,cantera negra anejo,18797,20,CANTERA NEGRA SILVER (20),sizes:2,cantera|cantera negra|cantera verde
false,caol,CAOL ILA 12 YR,caol ila 12 yr,2010,0,CAOL ILA SPECIAL REL 2024 11YR (0),sizes:1|aged,caol|caol ila
false,cape,CAPE HORN NAVY EAGLE,cape horn navy eagle,100921,10,CAPE HORN MARINE EAGLE (10),sizes:1,cape|cape horn
false,capel,CAPEL PREMIUM PISCO,capel premium pisco,35840,10,CAPEL PISCO RESERVADO (10),sizes:1,capel|capel pisco|capel premium
false,cardenal,CARDENAL MENDOZA,cardenal mendoza,3023,10,CARDENAL MENDOZA 12 ELEMENTS (10),sizes:1,cardenal|cardenal mendoza
false,carmesi,CARMESI ANEJO,carmesi anejo,28829,10,CARMESI 1886 REPOSADO TEQUILA (10),sizes:1,carmesi|carmesi 1886|carmesi anejo
false,casa,CASA MAESTRI ANEJO,casa maestri anejo,31272,40,CASA MAESTRI BLANCO (40),sizes:4,casa|casa maestri|casa dragones|casa del|casa noble|casa manglar|casa 1560|casa azul|casa breck|casa satryna
false,casamigos,CASAMIGOS BLANCO,casamigos blanco,9794,50,CASAMIGOS ANEJO (50),sizes:5,casamigos|casamigos blanco|casamigos anejo|casamigos reposado|casamigos mezcal|casamigos cristalino|casamigos jalapeno|casamigos classic|casamigos spicy|casamigos repo|casamigos reposad
false,cascahuin,CASCAHUIN ANEJO TEQUILA,cascahuin anejo tequila,101551,10,CASCAHUIN REPOSADO TEQUILA (10),sizes:1,cascahuin|cascahuin tahona|cascahuin anejo|cascahuin reposado
false,casino,CASINO AZUL ANEJO,casino azul anejo,20768,10,CASINO AZUL ANEJO BATTLESHIP (10),sizes:1,casino|casino azul
false,castarede,CASTAREDE BAS ARMAGNAC XO,castarede bas armagnac xo,28612,10,CASTAREDE BAS ARMAGNAC VSOP (10),sizes:1,castarede|castarede bas
false,catoctin,CATOCTIN CREEK SHENANDOAH GIN,catoctin creek shenandoah gin,100868,10,CATOCTIN CREEK ROUNDSTONE RYE (10),sizes:1,catoctin|catoctin creek
false,cava,CAVA ANTIGUA ANEJO TEQUILA,cava antigua anejo tequila,33754,10,CAVA ANTIGUA BLANCO TEQUILA (10),sizes:1,cava|cava antigua
false,cayeya,CAYEYA SINGLE BARREL ANEJO,cayeya single barrel anejo,29630,2,CAYEYA JOVEN SINGLE BARREL (2),sizes:1|flavors:1,cayeya|cayeya single|cayeya anejo|cayeya joven
false,cazcanes,CAZCANES ANEJO NO 7,cazcanes anejo no,29416,10,CAZCANES BLANCO NO 7 (10),sizes:1,cazcanes|cazcanes anejo|cazcanes blanco|cazcanes reposado|cazcanes no|cazcanes rosa
false,cazul,CAZUL 100 ANEJO,cazul 100 anejo,33119,14,CAZUL 100 SILVER (14),sizes:2|proof-line,cazul|cazul 100
false,cedar,CEDAR RIDGE STRAIGHT BOURBON,cedar ridge straight bourbon,28189,10,CEDAR RIDGE THE QUINTESSENTIAL (10),sizes:1,cedar|cedar ridge
false,cenote,CENOTE ANEJO,cenote anejo,17158,2,CENOTE BLANCO (2),sizes:1|flavors:1,cenote|cenote anejo|cenote blanco|cenote reposado|cenote cristalino
false,centenario,CENTENARIO EDICION LTD 30 YR,centenario edicion ltd 30 yr,17044,0,CENTENARIO ANEJO ESPECIAL 7 YR (0),sizes:1|aged,centenario|centenario edicion|centenario anejo
false,center,CENTER STAVE PORT FIN BBN CASK,center stave port fin bbn,35178,10,CENTER STAVE PORT FINISHED BBN (10),sizes:1,center|center stave
false,cenzon,CENZON ANEJO 100 DE AGAVE,cenzon anejo 100 de agave,19362,4,CENZON SILVER 100 DE AGAVE (4),sizes:1|proof-line,cenzon|cenzon anejo|cenzon reposado|cenzon silver
false,ch,CH DE LAUBADE ARMAGNAC XO,ch de laubade armagnac xo,26729,10,CH DE LAUBADE ARMAGNAC VSOP (10),sizes:1,
false,chamucos,CHAMUCOS TEQUILA ANEJO,chamucos tequila anejo,13782,10,CHAMUCOS TEQUILA BLANCO (10),sizes:1,chamucos
false,chattanooga,CHATTANOOGA WHISKEY,chattanooga whiskey,28997,10,CHATTANOOGA WHISKEY BIB (10),sizes:1,chattanooga|chattanooga whsky
false,chay,CHAY HIBISCUS VODKA,chay hibiscus vodka,36372,10,CHAY ORIGINAL WITH ALLULOSE (10),sizes:1,chay|chay coconut|chay lemon|chay vanilla|chay hibiscus|chay original
false,chestnut,CHESTNUT FARMS KY STRAIGHT BBN,chestnut farms ky straight bbn,30468,10,CHESTNUT FARMS DOUBLE CASK BBN (10),sizes:1,chestnut|chestnut farms
false,chica,CHICA CHIDA PEANUT BUTTER A,chica chida peanut butter,36616,10,CHICA CHIDA PEANUT BUTTER AGAV (10),sizes:1,chica|chica chida
false,chicken,CHICKEN COCK OLD GLORY,chicken cock old glory,101584,10,CHICKEN COCK RED STAVE (10),sizes:1,chicken|chicken cock
false,chinaco,CHINACO BLANCO,chinaco blanco,31058,10,CHINACO REPOSADO (10),sizes:1,chinaco|chinaco anejo|chinaco blanco|chinaco reposado
false,chinola,CHINOLA MANGO LIQUEUR,chinola mango liqueur,32224,12,CHINOLA PINEAPPLE LIQUEUR (12),sizes:2|flavors:1,chinola|chinola guava|chinola passion|chinola mango|chinola pineapple
false,chocolat,CHOCOLAT WHITE CHOCOLATE LIQ,chocolat white chocolate liq,28706,10,CHOCOLAT PEANUT BUTTER LIQUEUR (10),sizes:1,chocolat|chocolat peanut|chocolat salted|chocolat white
false,choya,CHOYA YUZU JAPANESE LIQUEUR,choya yuzu japanese liqueur,32424,10,CHOYA GOLDEN UME FRUIT LIQ JAP (10),sizes:1,choya|choya yuzu|choya golden
false,chum,CHUM CHURUM RICH,chum churum rich,3665,10,CHUM CHURUM SOJU (10),sizes:1,chum|chum churum
false,cihuatan,CIHUATAN PINEAPPLE RUM,cihuatan pineapple rum,30247,2,CIHUATAN JADE RUM 4 YR (0),sizes:1|flavors:1,cihuatan|cihuatan jade|cihuatan pineapple
false,cipriani,CIPRIANI LOND DRY GIN,cipriani lond dry gin,31922,10,CIPRIANI 7 PARTI AMARO (10),sizes:1,cipriani|cipriani lond
false,clairin,CLAIRIN SAJOUS,clairin sajous,33144,10,CLAIRIN LE ROCHER (10),sizes:1,clairin|clairin le|clairin sajous|clairin communal
false,classic,CLASSIC CLUB GIN,classic club gin,29073,20,CLASSIC CLUB VODKA (20),sizes:2,classic|classic club
false,classica,CLASSICA BLUE CURCAO,classica blue curcao,19428,10,CLASSICA BUTTERSCOTCH (10),sizes:1,classica|classica blue|classica butterscotch|classica peach|classica peppermint|classica triple
false,clement,CLEMENT BANA CANNE,clement bana canne,32375,20,CLEMENT MAHINA COCO (20),sizes:2,clement|clement vo|clement rhum|clement creole|clement select|clement mahina|clement bana|clement vsop|clement xo|clement private
false,clonakilty,CLONAKILTY IRISH WSKY DBL OAK,clonakilty irish wsky dbl oak,31118,10,CLONAKILTY IRISH WSKY PORT CSK (10),sizes:1,clonakilty|clonakilty irish
false,coa,COA DE JIMA SILVER,coa de jima silver,19342,10,COA DE JIMA REPOSADO (10),sizes:1,coa|coa de
false,coastal,COASTAL CLASSICS CORDIALS TRIPLE SEC,coastal classics cordials triple sec,101512,10,COASTAL CLASSICS CORDIALS BLUE CURACAO (10),sizes:1,coastal|coastal classics
false,codigo,CODIGO 1530 REPOSADO,codigo 1530 reposado,17384,40,CODIGO 1530 BLANCO (40),sizes:4,codigo|codigo 1530|codigo extra|codigo blanco|codigo repo
false,cognac,COGNAC PARK XO CIGAR BLEND,cognac park xo cigar blend,100159,10,COGNAC DE LUZE VS 1822 FINE CH (10),sizes:1,cognac|cognac park|cognac de
false,colonel,COLONEL E H TAYLOR STRAIT RYE,colonel taylor strait rye,29310,10,COLONEL E H TAYLOR CURED OAK BIB (10),sizes:1,colonel
false,comisario,COMISARIO ANEJO,comisario anejo,18948,20,COMISARIO BLANCO (20),sizes:2,comisario|comisario anejo|comisario blanco|comisario reposado
false,compass,COMPASS BOX HEDONISM,compass box hedonism,9677,10,COMPASS BOX METROPOLIS (10),sizes:1,compass|compass box
false,concerra,CONCERRA WHEAT VODKA,concerra wheat vodka,30783,10,CONCERRA POTATO VODKA (10),sizes:1,concerra|concerra potato|concerra wheat
false,conciere,CONCIERE GIN,conciere gin,18869,10,CONCIERE VODKA (10),sizes:1,conciere|conciere coffee|conciere silver|conciere triple
false,conjure,CONJURE,conjure,7367,10,CONJURE COGNAC (10),sizes:1,conjure
false,contraluz,CONTRALUZ TEQ CRISTALINO REPO,contraluz teq cristalino repo,35809,10,CONTRALUZ ARTESANAL MEZCAL CRI (10),sizes:1,contraluz|contraluz artesanal|contraluz teq
false,convite,CONVITE UNA MEZCAL,convite una mezcal,34267,10,CONVITE MEZCAL ESENCIAL (10),sizes:1,convite|convite mezcal|convite una
false,copalli,COPALLI CACAO RUM,copalli cacao rum,32226,10,COPALLI WHITE RUM (10),sizes:1,copalli|copalli barrel|copalli cacao|copalli white|copalli five
false,coppa,COPPA COCKTAILS COSMOPOLITAN,coppa cocktails cosmopolitan,25535,10,COPPA COCKTAIL TEQUILA SUNRISE (10),sizes:1,coppa|coppa cktls|coppa cocktail|coppa cocktails|coppa cocktls|coppa long
false,copper,COPPER DOG,copper dog,23646,10,COPPER KETTLE BUTTERED RUM (10),sizes:1,copper|copper kettle|copper dog|copper kings
false,coppercraft,COPPERCRAFT GIN,coppercraft gin,28039,10,COPPERCRAFT VODKA (10),sizes:1,coppercraft|coppercraft applejack|coppercraft blend|coppercraft citrus|coppercraft holland|coppercraft single|coppercraft toastd
false,coppermuse,COPPERMUSE AMARETTO,coppermuse amaretto,33572,10,COPPERMUSE LAVENDER VODKA (10),sizes:1,coppermuse|coppermuse horseradish|coppermuse lavender|coppermuse absinthe|coppermuse amaretto|coppermuse anejo|coppermuse blanco|coppermuse coffee|coppermuse cucumber|coppermuse reposado
false,corsair,CORSAIR DARK RYE,corsair dark rye,33096,10,CORSAIR RED ABSINTHE (10),sizes:1,corsair|corsair pot|corsair vanilla|corsair dark|corsair red
false,corte,CORTE FINO ANEJO TEQUILA,corte fino anejo tequila,31837,10,CORTE VETUSTO ENSAMBLE II (10),sizes:1,corte|corte vetusto|corte fino
false,corzo,CORZO ANEJO,corzo anejo,4584,10,CORZO SILVER (10),sizes:1,corzo|corzo anejo|corzo silver
false,courage,COURAGE CONVICTION,courage conviction,25806,10,COURAGE CONVCTION BBN CASK (10),sizes:1,courage|courage convction|courage conviction
false,craft,CRAFT POUR TRIPLE SEC LIQ,craft pour triple sec liq,35403,10,CRAFT POUR BLUE CURACAO LIQ (10),sizes:1,craft|craft pour
false,craigellachie,CRAIGELLACHIE SNGL MALT 13 YR,craigellachie sngl malt 13 yr,11955,0,CRAIGELLACHIE SNGL MALT 17 YR (0),sizes:1|aged,craigellachie|craigellachie sngl
false,craighouse,CRAIGHOUSE SM SCOTCH WHISKY 15 YR,craighouse sm scotch whisky 15,100235,0,CRAIGHOUSE SM SCOTCH WHISKY 12 YR (0),sizes:1|aged,craighouse|craighouse sm
false,craz,CRAZ LIMCELLO,craz limcello,22552,10,CRAZ ORANGCELLO (10),sizes:1,craz|craz limcello|craz limoncello|craz orangcello
false,creag,CREAG ISLE ISLAY SNGL MALT 33Y,creag isle islay sngl malt,26744,10,CREAG ISLE ISLAY SNGL MALT 10Y (10),sizes:1,creag|creag isle
false,cream,CREAM OF KENTUCKY BIB RYE,cream of kentucky bib rye,32850,2,CREAM OF KENTUCKY CSK STRENGTH (2),sizes:1|flavors:1,cream|cream of
false,cristiani,CRISTIANI BITTER,cristiani bitter,35405,10,CRISTIANI SAMBUCA (10),sizes:1,cristiani|cristiani amaretto|cristiani diamante|cristiani limoncello|cristiani maraschino|cristiani sambuca|cristiani orange|cristiani bitter
false,cruzan,CRUZAN AGED DARK,cruzan aged dark,83040,30,CRUZAN AGED LIGHT (30),sizes:3,cruzan|cruzan peach|cruzan blueberry|cruzan black|cruzan hurricane|cruzan aged|cruzan coconut|cruzan pineapple|cruzan island|cruzan banana|cruzan vanilla|cruzan mango|cruzan raspberry|cruzan strawberry|cruzan single|cruzan passion
false,cuco,CUCO X PLATA TEQUILA,cuco plata tequila,30784,20,CUCO X REPOSADO TEQUILA (20),sizes:2,cuco
false,dalho,DALHO SOJU LYCHEE 10PK,dalho soju lychee 10pk,101701,10,DALHO SOJU ORIGINAL 10PK (10),sizes:1,dalho|dalho soju
false,dalwhinnie,DALWHINNIE SCOTCH,dalwhinnie scotch,96296,10,DALWHINNIE DISTILLERS EDITION (10),sizes:1,dalwhinnie|dalwhinnie distillers
false,dampfwerk,DAMPFWERK PFEFFERMINZ 3,dampfwerk pfefferminz,31715,20,DAMPFWERK THE CRANE GIN (20),sizes:2,dampfwerk|dampfwerk heide|dampfwerk barreled|dampfwerk pear|dampfwerk pfefferminz|dampfwerk rabbit|dampfwerk helgolander|dampfwerk apple|dampfwerk aquavit|dampfwerk immature|dampfwerk orange|dampfwerk pfeffersack|dampfwerk single|dampfwerk the
false,damso,DAMSO SOJU,damso soju,29808,10,DAMSO YOGURT SOJU (10),sizes:1,damso|damso yogurt|damso kyoho|damso blueberry|damso lychee|damso peach|damso strawberry|damso watermelon|damso apple|damso ginger|damso grape|damso mandarin|damso soju
false,daon,DAON SOJU PLUM,daon soju plum,33105,10,DAON SOJU KIWI (10),sizes:1,daon|daon soju
false,dapper,DAPPER BARONS TRIPLE SEC,dapper barons triple sec,34826,10,DAPPER BARONS AMARETTO SOUR (10),sizes:1,dapper|dapper barons
false,dark,DARK HEDGES STOUT RYE CASK,dark hedges stout rye cask,30790,10,DARK HEDGES RUM CASK FINISH (10),sizes:1,dark|dark arts|dark hedges
false,davidoff,DAVIDOFF COGNAC XO,davidoff cognac xo,30692,10,DAVIDOFF COGNAC VSOP (10),sizes:1,davidoff
false,de,DE MONTAL V S ARMAGNAC,de montal armagnac,32622,10,DE NADA BLANCO TEQUILA (10),sizes:1,
false,dead,DEAD DROP GIN,dead drop gin,35880,10,DEAD DROP OLD FASHIONED (10),sizes:1,dead|dead drop
false,deau,DEAU COGNAC BLACK EXTRA,deau cognac black extra,101429,10,DEAU VSOP COGNAC KOSHER (10),sizes:1,deau|deau vsop
false,dee,DEE BROWN FIRST TASTE ANEJO,dee brown first taste anejo,29495,10,DEE BROWN FIRST TASTE REPOSADO (10),sizes:1,dee|dee brown
false,deep,DEEP EDDY VODKA,deep eddy vodka,11019,60,DEEP EDDY RUBY RED (60),sizes:6,deep|deep eddy
false,deko,DEKO COCKTAILS NUMBER 3,deko cocktails number,100333,10,DEKO COCKTAILS GOLD RUSH (10),sizes:1,deko|deko cocktails
false,dekuyper,DEKUYPER PEACHTREE,dekuyper peachtree,58297,42,DEKUYPER PEPPERMINT (42),sizes:5|flavors:1,dekuyper|dekuyper hot|dekuyper triple|dekuyper blue|dekuyper ol|dekuyper peppermint|dekuyper variety|dekuyper island|dekuyper creme|dekuyper orange|dekuyper strawberry|dekuyper sour|dekuyper melon|dekuyper watermelon|dekuyper razzmatazz|dekuyper red|dekuyper peachtree|dekuyper root|dekuyper buttershots|dekuyper grape|dekuyper cactus|dekuyper blackberry|dekuyper cr|dekuyper amaretto|dekuyper cherry
false,del,DEL DIA BLANCO,del dia blanco,31975,10,DEL MAGUEY VIDA (10),sizes:1,del|del maguey|del dia
false,delamain,DELAMAIN PALE DRY COGNAC,delamain pale dry cognac,8402,10,DELAMAIN XO PALE DRY COGNAC (10),sizes:1,delamain|delamain xo|delamain pale
false,deleon,DELEON ANEJO,deleon anejo,22341,20,DELEON BLANCO (20),sizes:2,deleon|deleon extra|deleon anejo|deleon blanco|deleon reposado
false,desert,DESERT DOOR TEXAS SOTOL,desert door texas sotol,26746,10,DESERT DOOR AGED TEXAS SOTOL (10),sizes:1,desert|desert door|desert island
false,detroit,DETROIT STEAM,detroit steam,12214,10,DETROIT 8 MILE VODKA (10),sizes:1,detroit|detroit red|detroit redwings|detroit city|detroit steam
false,devils,DEVILS RIVER AGAVE BOURBON,devils river agave bourbon,27531,10,DEVILS RIVER BOURBON WHISKY (10),sizes:1,devils|devils river
false,dexter,DEXTER THREE WOOD STRAIGHT BBN,dexter three wood straight bbn,30419,10,DEXTER 1800S DBL WINE STAVE FN (10),sizes:1,dexter|dexter three|dexter sb|dexter small|dexter 1800s
false,dill,DILL ISH PICKLEBACK,dill ish pickleback,33875,20,DILL ISH SPICY PICKLEBACK (20),sizes:2,dill|dill ish
false,dinastia,DINASTIA REAL ANEJO,dinastia real anejo,33428,10,DINASTIA REAL PLATA (10),sizes:1,dinastia|dinastia real
false,dingle,DINGLE SINGLE MALT,dingle single malt,31061,10,DINGLE POT STILL GIN (10),sizes:1,dingle|dingle pot|dingle single
false,dirty,DIRTY DILL PICKLE SHOTS,dirty dill pickle shots,34383,20,DIRTY DILL SPICY BLOODY MARY (20),sizes:2,dirty|dirty dill|dirty monkey
false,distillery,DISTILL MRV PLUM FRUIT BRANDY,distill mrv plum fruit brandy,32101,10,DISTILLERY MRV PEAR FRUIT BRND (10),sizes:1,distillery|distillery mrv|distill|distill mrv
false,doc,DOC HOLLIDAY BOTTLED IN BOND,doc holliday bottled in bond,35872,12,DOC SWINSON S ALTER EGO SOLERA (10),sizes:2|flavors:1,doc|doc holliday|doc swinson
false,don,DON JULIO BLANCO,don julio blanco,84110,50,DON JULIO REPOSADO (50),sizes:5,don|don londres|don julio|don roberto|don roberta|don ramon|don cayo|don fulano|don sergio|don teco|don gato|don alberto|don pipocho|don chinto
false,dona,DONA CELIA ANEJO,dona celia anejo,17734,10,DONA CELIA BLANCO (10),sizes:1,dona|dona celia|dona victoria
false,dos,DOS HOMBRES,dos hombres,23846,10,DOS PRIMOS ANEJO (10),sizes:1,dos|dos hombres|dos locos|dos maderas|dos primos|dos ron
false,double,DOUBLE TROUBLE VODKA,double trouble vodka,34511,10,DOUBLE EAGLE VERY RARE (10),sizes:1,double|double eagle|double trouble
false,douglas,DOUGLAS LAING SCALLYWAG,douglas laing scallywag,34255,10,DOUGLAS LAING ROCK ISLAND (10),sizes:1,douglas|douglas laing
false,dragon,DRAGON D OR XO COGNAC,dragon or xo cognac,33779,10,DRAGON S MILK OLD FASHIONED (10),sizes:1,dragon
false,dragons,DRAGONS MILK BR BRL BBN,dragons milk br brl bbn,9344,12,DRAGONS MILK OLD FASHIONED (10),sizes:2|flavors:1,dragons|dragons milk
false,drake,DRAKE S ORGANIC WHITE RUM,drake organic white rum,19262,20,DRAKE S ORGANIC XII PREMIUM (20),sizes:2,drake
false,drexel,DREXEL KINTRA,drexel kintra,30836,10,DREXEL PIRATA RUM (10),sizes:1,drexel|drexel bourbank|drexel kintra|drexel castle|drexel pirata
false,driftless,DRIFTLESS GLEN BBN DE NARANJA,driftless glen bbn de naranja,31969,10,DRIFTLESS GLEN SB BOURBON CASK (10),sizes:1,driftless|driftless glen
false,drillaud,DRILLAUD VIOLET,drillaud violet,26950,10,DRILLAUD ELDERFLOWER (10),sizes:1,drillaud|drillaud white|drillaud strawberry|drillaud orange|drillaud raspberry|drillaud blueberry|drillaud apricot|drillaud banana|drillaud blackberry|drillaud blackcurrant|drillaud elderflower|drillaud grapefruit|drillaud green|drillaud peach|drillaud pomegranate|drillaud violet
false,ds,DS TAYMAN LINKWOOD,ds tayman linkwood,32053,10,DS TAYMAN GLEN ELGIN (10),sizes:1,
false,dubouchett,DUBOUCHETT AMARETTO,dubouchett amaretto,96870,10,DUBOUCHETT TRIPLE SEC (10),sizes:1,dubouchett|dubouchett sassy|dubouchett amaretto|dubouchett peach|dubouchett triple|dubouchett blue
false,duck,DUCK CLUB BOURBON,duck club bourbon,100415,10,DUCK CLUB HIGH BRASS 110 PRF (10),sizes:1,duck|duck club
false,dunville,DUNVILLE S 1808 IRISH WHISKEY,dunville 1808 irish whiskey,31207,10,DUNVILLE S THREE CROWNS PEATED (10),sizes:1,dunville
false,dzama,DZAMA CUVEE BLANCHE RUM,dzama cuvee blanche rum,35557,10,DZAMA NOSY BE AMBER RUM (10),sizes:1,dzama|dzama cuvee|dzama nosy
false,eastern,EASTERN KILLE AGAVE SPIRIT,eastern kille agave spirit,34563,10,EASTERN KILLE UTILITY VODKA (10),sizes:1,eastern|eastern kille
false,eden,EDEN MILL GOLF GIN,eden mill golf gin,33013,10,EDEN MILL LOVE GIN (10),sizes:1,eden|eden mill|eden millsingle
false,edradour,EDRADOUR 10 YR,edradour 10 yr,100819,0,EDRADOUR CALEDONIA 12 YR (0),sizes:1|aged,edradour|edradour caledonia|edradour 10
false,egan,EGAN S ENDEAVOUR IRISH WHISKEY,egan endeavour irish whiskey,30593,10,EGAN S BONDER S BLEND IRISH WH (10),sizes:1,egan
false,eh,EH TAYLOR BIB BOURBON,eh taylor bib bourbon,53722,10,EH TAYLOR DISTILLER S COUNCIL (10),sizes:1,
false,el,EL JIMADOR SILVER,el jimador silver,4236,60,EL JIMADOR REPOSADO (60),sizes:6,
false,elijah,ELIJAH CRAIG SMALL BATCH,elijah craig small batch,85136,42,ELIJAH CRAIG STRAIGHT RYE WSKY (40),sizes:5|flavors:1,elijah|elijah craig
false,elvelo,ELVELO BLANCO,elvelo blanco,34876,10,ELVELO REPOSADO (10),sizes:1,elvelo|elvelo blanco|elvelo reposado
false,elvis,ELVIS STRAIGHT TENN WHISKEY,elvis straight tenn whiskey,24888,10,ELVIS MIDNIGHT SNACK PBB B WSK (10),sizes:1,elvis|elvis midnight
false,emerald,EMERALD COVE COCONUT RUM,emerald cove coconut rum,35414,12,EMERALD MIST IRISH CREAM (12),sizes:2|flavors:1,emerald|emerald cove|emerald mist
false,erotic,EROTIC FLAVOR TAMARIND,erotic flavor tamarind,35945,2,EROTIC FLAVOR SPICY MANGO (2),sizes:1|flavors:1,erotic|erotic flavor
false,esperalo,ESPERALO BLANCO TEQUILA,esperalo blanco tequila,35663,20,ESPERALO REPOSADO TEQUILA (20),sizes:2,esperalo|esperalo blanco|esperalo reposado
false,espolon,ESPOLON BLANCO,espolon blanco,21990,40,ESPOLON REPOSADO (40),sizes:4,espolon|espolon anejo|espolon extra|espolon blanco|espolon reposado|espolon cristalino|espolon flor
false,espy,ESPY HOUSE RYE WHISKEY,espy house rye whiskey,32877,10,ESPY HOUSE GEORGE 1794 (10),sizes:1,espy|espy house
false,ethan,ETHAN S RESERVE TN SORGHUM,ethan reserve tn sorghum,32054,2,ETHAN S RESERVE STRAIGHT BBN (2),sizes:1|flavors:1,ethan
false,ethanology,ETHANOLOGY MEL,ethanology mel,35167,10,ETHANOLOGY BRUMA GIN (10),sizes:1,ethanology|ethanology amarum|ethanology bruma|ethanology mel|ethanology triticum|ethanology blancus
false,etsu,ETSU JAPANESE GIN,etsu japanese gin,32550,10,ETSU SAKURA JAPANESE GIN (10),sizes:1,etsu|etsu pacific|etsu sakura|etsu orange|etsu yuzu|etsu japanese
false,executioner,EXECUTIONER BOURBON 10 YR,executioner bourbon 10 yr,31465,0,EXECUTIONER RYE WHISKEY 7 YR (0),sizes:1|aged,executioner|executioner rye
false,exotico,EXOTICO BLANCO,exotico blanco,11586,40,EXOTICO REPOSADO (40),sizes:4,exotico|exotico blanco|exotico reposado
false,fabrizia,FABRIZIA LIMONCELLO,fabrizia limoncello,12530,2,FABRIZIA LIMONCELLO SPRITZ (2),sizes:1|flavors:1,fabrizia|fabrizia limoncello|fabrizia crema
false,fathertime,FATHERTIME BOURBON,fathertime bourbon,35500,10,FATHERTIME CASK STRENGTH BBN (10),sizes:1,fathertime|fathertime empty|fathertime cask
false,ferrand,FERRAND COGNAC 1840,ferrand cognac 1840,10056,20,FERRAND DRY CURACAO (20),sizes:2,ferrand|ferrand dry
